Town,Year,Variable,Value
Hamden,1997,Major Employer 4,Hamden Health
Hamden,1997,Major Employer 5,Bradlees
Hamden,1997,Major Employer 6,Area Cooperative Educational Ser.
Hamden,1997,Major Employer 7,Squire Maintenance
Hamden,1997,Major Employer 8,Amphenol
Hamden,1997,Major Employer 9,Regional Visiting Nurse Agency
Hamden,1997,Major Employer 10,Hamden Town & Schools
Hampton,1997,Major Employer 1,Hampton General Store
Hampton,1997,Major Employer 2,Town of Hampton
Hampton,1997,Major Employer 3,Hampton Hill Garage
Hampton,1997,Major Employer 4,Mike Chapel Greenhouses
Hampton,1997,Major Employer 5,Land and Sea
Hampton,1997,Major Employer 6,
Hampton,1997,Major Employer 7,
Hampton,1997,Major Employer 8,
Hampton,1997,Major Employer 9,
Hampton,1997,Major Employer 10,
Hartford,1997,Major Employer 1,State of Connecticut
Hartford,1997,Major Employer 2,Aetna Life and Casualty
Hartford,1997,Major Employer 3,ITT Hartford
Hartford,1997,Major Employer 4,Travelers Co.
Hartford,1997,Major Employer 5,Hartford Hospital
Hartford,1997,Major Employer 6,
Hartford,1997,Major Employer 7,
Hartford,1997,Major Employer 8,
Hartford,1997,Major Employer 9,
Hartford,1997,Major Employer 10,
Hartland,1997,Major Employer 1,Town of Hartland
Hartland,1997,Major Employer 2,Board of Education
Hartland,1997,Major Employer 3,Coach and Four Restaurant
Hartland,1997,Major Employer 4,Mountain Top Package Store
Hartland,1997,Major Employer 5,Dalene Florist
Hartland,1997,Major Employer 6,
Hartland,1997,Major Employer 7,
Hartland,1997,Major Employer 8,
Hartland,1997,Major Employer 9,
Hartland,1997,Major Employer 10,
Harwinton,1997,Major Employer 1,Town of Harwinton
Harwinton,1997,Major Employer 2,Regional School District #10
Harwinton,1997,Major Employer 3,Era II
Harwinton,1997,Major Employer 4,E & E Tool Co.
Harwinton,1997,Major Employer 5,Supreme Forest Products
Harwinton,1997,Major Employer 6,
Harwinton,1997,Major Employer 7,
Harwinton,1997,Major Employer 8,
Harwinton,1997,Major Employer 9,
Harwinton,1997,Major Employer 10,
Hebron,1997,Major Employer 1,Ted's Supermarket
Hebron,1997,Major Employer 2,Town of Hebron
Hebron,1997,Major Employer 3,Regional District #8
Hebron,1997,Major Employer 4,Hemlock's Outdoor Recreation Center
Hebron,1997,Major Employer 5,Hebron Pharmacy
Hebron,1997,Major Employer 6,
Hebron,1997,Major Employer 7,
Hebron,1997,Major Employer 8,
Hebron,1997,Major Employer 9,
Hebron,1997,Major Employer 10,
Kent,1997,Major Employer 1,The Kent Inc.
Kent,1997,Major Employer 2,Cyberian Outpost
Kent,1997,Major Employer 3,Davis IGA
Kent,1997,Major Employer 4,Kent Greenhouse
Kent,1997,Major Employer 5,Kent School
Kent,1997,Major Employer 6,
Kent,1997,Major Employer 7,
Kent,1997,Major Employer 8,
Kent,1997,Major Employer 9,
Kent,1997,Major Employer 10,
Killingly,1997,Major Employer 1,"Frito-Lay, Inc."
Killingly,1997,Major Employer 2,Brooks Distribution
Killingly,1997,Major Employer 3,Killingly Public School System
Killingly,1997,Major Employer 4,"Staples, Inc."
Killingly,1997,Major Employer 5,Cornucopia Natural Foods
Killingly,1997,Major Employer 6,
Killingly,1997,Major Employer 7,
Killingly,1997,Major Employer 8,
Killingly,1997,Major Employer 9,
Killingly,1997,Major Employer 10,
Killingworth,1997,Major Employer 1,Killingworth Elementary School
Killingworth,1997,Major Employer 2,Pharmedica
Killingworth,1997,Major Employer 3,Town of Killingworth
Killingworth,1997,Major Employer 4,True Value Hardware
Killingworth,1997,Major Employer 5,Pipline Petroleum
Killingworth,1997,Major Employer 6,
Killingworth,1997,Major Employer 7,
Killingworth,1997,Major Employer 8,
Killingworth,1997,Major Employer 9,
Killingworth,1997,Major Employer 10,
Lebanon,1997,Major Employer 1,Lebanon Elementary School
Lebanon,1997,Major Employer 2,Lebanon Pines
Lebanon,1997,Major Employer 3,Earthgro Inc
Lebanon,1997,Major Employer 4,Lebanon Middle School
Lebanon,1997,Major Employer 5,Lyman Mem. Sr. High School
Lebanon,1997,Major Employer 6,
Lebanon,1997,Major Employer 7,
Lebanon,1997,Major Employer 8,
Lebanon,1997,Major Employer 9,
Lebanon,1997,Major Employer 10,
Ledyard,1997,Major Employer 1,Foxwoods Resort & Casino
Ledyard,1997,Major Employer 2,DSI
Ledyard,1997,Major Employer 3,Dow Chemical USA
Ledyard,1997,Major Employer 4,A/Z Corporation
Ledyard,1997,Major Employer 5,Holdridge Gardenland
Ledyard,1997,Major Employer 6,
Ledyard,1997,Major Employer 7,
Ledyard,1997,Major Employer 8,
Ledyard,1997,Major Employer 9,
Ledyard,1997,Major Employer 10,
Lisbon,1997,Major Employer 1,Better Value
Lisbon,1997,Major Employer 2,McDonald's
Lisbon,1997,Major Employer 3,Pasteryak Paving
Lisbon,1997,Major Employer 4,Winner Ford
Lisbon,1997,Major Employer 5,Riley Energy
Lisbon,1997,Major Employer 6,
Lisbon,1997,Major Employer 7,
Lisbon,1997,Major Employer 8,
Lisbon,1997,Major Employer 9,
Lisbon,1997,Major Employer 10,
Litchfield,1997,Major Employer 1,B.E. Aerospace
Litchfield,1997,Major Employer 2,Litchfield Govt. Board of Ed.
Litchfield,1997,Major Employer 3,Education Connection
Litchfield,1997,Major Employer 4,CT Jr. Republic
Litchfield,1997,Major Employer 5,Forman School
Litchfield,1997,Major Employer 6,
Litchfield,1997,Major Employer 7,
Litchfield,1997,Major Employer 8,
Litchfield,1997,Major Employer 9,
Litchfield,1997,Major Employer 10,
Lyme,1997,Major Employer 1,Regional School District #18
Lyme,1997,Major Employer 2,Reynolds Marine & Garage
Lyme,1997,Major Employer 3,Town of Lyme
Lyme,1997,Major Employer 4,Tiffany Farm
Lyme,1997,Major Employer 5,Lyme Country Store
Lyme,1997,Major Employer 6,
Lyme,1997,Major Employer 7,
Lyme,1997,Major Employer 8,
Lyme,1997,Major Employer 9,
Lyme,1997,Major Employer 10,
Madison,1997,Major Employer 1,Madison Town & Schools
Madison,1997,Major Employer 2,Business and Legal Reports Inc.
Madison,1997,Major Employer 3,Stop & Shop
Madison,1997,Major Employer 4,Madison House
Madison,1997,Major Employer 5,McDonald's Restaurants
Madison,1997,Major Employer 6,"Garrity Industries, Inc."
Madison,1997,Major Employer 7,Madison Beach Hotel
Madison,1997,Major Employer 8,"Grove School, Inc"
Madison,1997,Major Employer 9,Roberts Food Center
Madison,1997,Major Employer 10,Watrous Nursing Home
Manchester,1997,Major Employer 1,JCPenny Corporation
Manchester,1997,Major Employer 2,Manchester Memorial Hospital
Manchester,1997,Major Employer 3,Gerber Scientific Products
Manchester,1997,Major Employer 4,Allied Printing
Manchester,1997,Major Employer 5,Journal Publishing Company
Manchester,1997,Major Employer 6,
Manchester,1997,Major Employer 7,
Manchester,1997,Major Employer 8,
Manchester,1997,Major Employer 9,
Manchester,1997,Major Employer 10,
Mansfield,1997,Major Employer 1,University of Connecticut
Mansfield,1997,Major Employer 2,Town of Mansfield
Mansfield,1997,Major Employer 3,Regional School District #19
Mansfield,1997,Major Employer 4,Natchaug Hospital
Mansfield,1997,Major Employer 5,Caldor
Mansfield,1997,Major Employer 6,
Mansfield,1997,Major Employer 7,
Mansfield,1997,Major Employer 8,
Mansfield,1997,Major Employer 9,
Mansfield,1997,Major Employer 10,
Marlborough,1997,Major Employer 1,Marlborough Health Care Cntr.
Marlborough,1997,Major Employer 2,Healthplan Services Inc.
Marlborough,1997,Major Employer 3,Marlborough Elementary School
Marlborough,1997,Major Employer 4,Marlborough Country Barn Inc
Marlborough,1997,Major Employer 5,IMS
Marlborough,1997,Major Employer 6,
Marlborough,1997,Major Employer 7,
Marlborough,1997,Major Employer 8,
Marlborough,1997,Major Employer 9,
Marlborough,1997,Major Employer 10,
Meriden,1997,Major Employer 1,VMMC
Meriden,1997,Major Employer 2,SNET
Meriden,1997,Major Employer 3,Yankee Gas Services
Meriden,1997,Major Employer 4,Walbro Automotive
Meriden,1997,Major Employer 5,Canberra Ind.
Meriden,1997,Major Employer 6,ADC Video
Meriden,1997,Major Employer 7,Miller Co.
Meriden,1997,Major Employer 8,Cuno
Meriden,1997,Major Employer 9,Bob's Stores
Meriden,1997,Major Employer 10,Meriden Town & Schools
Middlebury,1997,Major Employer 1,"General DataComm Indust., Inc."
Middlebury,1997,Major Employer 2,Timex Corporation
Middlebury,1997,Major Employer 3,Uniroyal Chemical
Middlebury,1997,Major Employer 4,Quassy Amusement Park
Middlebury,1997,Major Employer 5,Pic Design
Middlebury,1997,Major Employer 6,
Middlebury,1997,Major Employer 7,
Middlebury,1997,Major Employer 8,
Middlebury,1997,Major Employer 9,
Middlebury,1997,Major Employer 10,
Middlefield,1997,Major Employer 1,"Zygo, Inc."
Middlefield,1997,Major Employer 2,Lyman Farm Inc.
Middlefield,1997,Major Employer 3,Town of Middlefield
Middlefield,1997,Major Employer 4,Rogers Mfg.
Middlefield,1997,Major Employer 5,Cooper Instrument
Middlefield,1997,Major Employer 6,
Middlefield,1997,Major Employer 7,
Middlefield,1997,Major Employer 8,
Middlefield,1997,Major Employer 9,
Middlefield,1997,Major Employer 10,
Middletown,1997,Major Employer 1,Aetna
Middletown,1997,Major Employer 2,Pratt & Whitney
Middletown,1997,Major Employer 3,Connecticut Valley Hospital
Middletown,1997,Major Employer 4,Weslyan University
Middletown,1997,Major Employer 5,Middlesex Hospital
Middletown,1997,Major Employer 6,
Middletown,1997,Major Employer 7,
Middletown,1997,Major Employer 8,
Middletown,1997,Major Employer 9,
Middletown,1997,Major Employer 10,
Milford,1997,Major Employer 1,Claricom
Milford,1997,Major Employer 2,BIC Corporation
Milford,1997,Major Employer 3,Warner-Lambert Shick Division
Milford,1997,Major Employer 4,Subway World
Milford,1997,Major Employer 5,Hubbel Corporation
Milford,1997,Major Employer 6,Automatic Data Processing
Milford,1997,Major Employer 7,Alinbal Inc.
Milford,1997,Major Employer 8,Oxford Health Plans
Milford,1997,Major Employer 9,Milford Town & Schools
Milford,1997,Major Employer 10,Milford Hospital
Monroe,1997,Major Employer 1,Town of Monroe & Schools
Monroe,1997,Major Employer 2,"Vitramon, Inc."
Monroe,1997,Major Employer 3,Big Y
Monroe,1997,Major Employer 4,Stelco Industries
Monroe,1997,Major Employer 5,U.S. Post Office
Monroe,1997,Major Employer 6,Robohand
Monroe,1997,Major Employer 7,Scholastic Book Fair
Monroe,1997,Major Employer 8,United Beauty Supply Co.
Monroe,1997,Major Employer 9,Dow Corning - STI Division
Monroe,1997,Major Employer 10,
Montville,1997,Major Employer 1,Mohegan Sun Resort
Montville,1997,Major Employer 2,State of CT Correctional Facility
Montville,1997,Major Employer 3,Board of Education
Montville,1997,Major Employer 4,Faria Meter Corp.
Montville,1997,Major Employer 5,Beit Brothers Grocery
Montville,1997,Major Employer 6,
Montville,1997,Major Employer 7,
Montville,1997,Major Employer 8,
Montville,1997,Major Employer 9,
Montville,1997,Major Employer 10,
Morris,1997,Major Employer 1,White Flower Farm
Morris,1997,Major Employer 2,American Backplane
Morris,1997,Major Employer 3,Sun Corporation
Morris,1997,Major Employer 4,Popeye's
Morris,1997,Major Employer 5,New Milford Savings Bank
Morris,1997,Major Employer 6,
Morris,1997,Major Employer 7,
Morris,1997,Major Employer 8,
Morris,1997,Major Employer 9,
Morris,1997,Major Employer 10,
Naugatuck,1997,Major Employer 1,UniRoyal
Naugatuck,1997,Major Employer 2,General Data Com
Naugatuck,1997,Major Employer 3,Peter Paul Hershey
Naugatuck,1997,Major Employer 4,Naugatuck Glass Co.
Naugatuck,1997,Major Employer 5,Lewis Energy
Naugatuck,1997,Major Employer 6,
Naugatuck,1997,Major Employer 7,
Naugatuck,1997,Major Employer 8,
Naugatuck,1997,Major Employer 9,
Naugatuck,1997,Major Employer 10,
New Britain,1997,Major Employer 1,New Britain General Hospital
New Britain,1997,Major Employer 2,The Stanley Works
New Britain,1997,Major Employer 3,City of New Britain
New Britain,1997,Major Employer 4,Central CT State University
New Britain,1997,Major Employer 5,"Tilcon Connecticut, Inc."
New Britain,1997,Major Employer 6,
New Britain,1997,Major Employer 7,
New Britain,1997,Major Employer 8,
New Britain,1997,Major Employer 9,
New Britain,1997,Major Employer 10,
New Canaan,1997,Major Employer 1,Town of New Canaan
New Canaan,1997,Major Employer 2,Silver Hill Foundation
New Canaan,1997,Major Employer 3,Newsbank
New Canaan,1997,Major Employer 4,New Canaan Country School
New Canaan,1997,Major Employer 5,Waveny Care Center
New Canaan,1997,Major Employer 6,
New Canaan,1997,Major Employer 7,
New Canaan,1997,Major Employer 8,
New Canaan,1997,Major Employer 9,
New Canaan,1997,Major Employer 10,
New Fairfield,1997,Major Employer 1,"Grolier Enterprises, Inc."
New Fairfield,1997,Major Employer 2,Consolidated Primary School
New Fairfield,1997,Major Employer 3,Druck Inc.
New Fairfield,1997,Major Employer 4,Nord
New Fairfield,1997,Major Employer 5,New Fairfield Tax Collector
New Fairfield,1997,Major Employer 6,
New Fairfield,1997,Major Employer 7,
New Fairfield,1997,Major Employer 8,
New Fairfield,1997,Major Employer 9,
New Fairfield,1997,Major Employer 10,
New Hartford,1997,Major Employer 1,"Executive Greetings, Inc."
New Hartford,1997,Major Employer 2,Waring Products Division
New Hartford,1997,Major Employer 3,Ovation Instruments
New Hartford,1997,Major Employer 4,Perry Technology Corp.
New Hartford,1997,Major Employer 5,Hurley Mfg. Co.
New Hartford,1997,Major Employer 6,
New Hartford,1997,Major Employer 7,
New Hartford,1997,Major Employer 8,
New Hartford,1997,Major Employer 9,
New Hartford,1997,Major Employer 10,
New Haven,1997,Major Employer 1,Yale University
New Haven,1997,Major Employer 2,Yale New Have Hospital
New Haven,1997,Major Employer 3,Hospital of Saint Raphael
New Haven,1997,Major Employer 4,SNET
New Haven,1997,Major Employer 5,The United Illuminating Co.
New Haven,1997,Major Employer 6,Southern CT State University
New Haven,1997,Major Employer 7,ASSA Abloy Sargent
New Haven,1997,Major Employer 8,New Haven Register
New Haven,1997,Major Employer 9,Knights of Columbus
New Haven,1997,Major Employer 10,Wincester--US Repeating Arms Co.
New London,1997,Major Employer 1,Lawrence Memorial Hospital
New London,1997,Major Employer 2,U.S. Coast Guard Academy
New London,1997,Major Employer 3,Connecticut College
New London,1997,Major Employer 4,Mariner Health Group
New London,1997,Major Employer 5,The Day
New London,1997,Major Employer 6,
New London,1997,Major Employer 7,
New London,1997,Major Employer 8,
New London,1997,Major Employer 9,
New London,1997,Major Employer 10,
New Milford,1997,Major Employer 1,Kimberly Clark
New Milford,1997,Major Employer 2,New Milford Hospital
New Milford,1997,Major Employer 3,Town of New Milford
New Milford,1997,Major Employer 4,Nestle
New Milford,1997,Major Employer 5,Kmart
New Milford,1997,Major Employer 6,
New Milford,1997,Major Employer 7,
New Milford,1997,Major Employer 8,
New Milford,1997,Major Employer 9,
New Milford,1997,Major Employer 10,
Newington,1997,Major Employer 1,CT Dep. of Transportation
Newington,1997,Major Employer 2,Town of Newington
Newington,1997,Major Employer 3,CT Children's Medical Cntr.
Newington,1997,Major Employer 4,V.A. Medical Center
Newington,1997,Major Employer 5,Balf Co. Capitol Pipe
Newington,1997,Major Employer 6,
Newington,1997,Major Employer 7,
Newington,1997,Major Employer 8,
Newington,1997,Major Employer 9,
Newington,1997,Major Employer 10,
Newtown,1997,Major Employer 1,Taunton Press
Newtown,1997,Major Employer 2,Ashlar of Newtown
Newtown,1997,Major Employer 3,Curtis Packaging Corp.
Newtown,1997,Major Employer 4,Sorvall
Newtown,1997,Major Employer 5,Dade Behring Inc.
Newtown,1997,Major Employer 6,
Newtown,1997,Major Employer 7,
Newtown,1997,Major Employer 8,
Newtown,1997,Major Employer 9,
Newtown,1997,Major Employer 10,
Norfolk,1997,Major Employer 1,New England Miniature Ball Co.
Norfolk,1997,Major Employer 2,Town of Norfolk
Norfolk,1997,Major Employer 3,Norfolk Town Clerk
Norfolk,1997,Major Employer 4,Wildfire Express Inc
Norfolk,1997,Major Employer 5,John Bazzano & Sons Inc
Norfolk,1997,Major Employer 6,
Norfolk,1997,Major Employer 7,
Norfolk,1997,Major Employer 8,
Norfolk,1997,Major Employer 9,
Norfolk,1997,Major Employer 10,
North Branford,1997,Major Employer 1,Fire Lite Alarms
North Branford,1997,Major Employer 2,D& G Sign and Label
North Branford,1997,Major Employer 3,Evergreen Woods
North Branford,1997,Major Employer 4,"Tilcon Connecticut, Inc."
North Branford,1997,Major Employer 5,Restland Farm Corp.
North Branford,1997,Major Employer 6,School Transport. Services
North Branford,1997,Major Employer 7,IGA Supermarket
North Branford,1997,Major Employer 8,Professional Products of CT
North Branford,1997,Major Employer 9,North Branford Town & Schools
North Branford,1997,Major Employer 10,General Resiotance
North Canaan,1997,Major Employer 1,Becton Dickinson Co.
North Canaan,1997,Major Employer 2,Specialty Minerals Inc.
North Canaan,1997,Major Employer 3,CT Light & Power Co.
North Canaan,1997,Major Employer 4,No. Canaan Apts. Assoc. Ltd.
North Canaan,1997,Major Employer 5,Riva Leroy Cynthia
North Canaan,1997,Major Employer 6,
North Canaan,1997,Major Employer 7,
North Canaan,1997,Major Employer 8,
North Canaan,1997,Major Employer 9,
North Canaan,1997,Major Employer 10,
North Haven,1997,Major Employer 1,United States Surgical Corp.
North Haven,1997,Major Employer 2,Anthem Blue Cross/Blue Shield
North Haven,1997,Major Employer 3,UTC -- Pratt & Whitney Division
North Haven,1997,Major Employer 4,"Northeast Graphics, Inc."
North Haven,1997,Major Employer 5,Circuit Wise/Mint Pak Tech
North Haven,1997,Major Employer 6,The Marlin Firearms Co.
North Haven,1997,Major Employer 7,MD Health Plan Inc.
North Haven,1997,Major Employer 8,Mossberg Corp.
North Haven,1997,Major Employer 9,North Haven Town & Schools
North Haven,1997,Major Employer 10,Cable W Ave
North Stonington,1997,Major Employer 1,Analysis & Technology Inc
North Stonington,1997,Major Employer 2,Fisher Controls International
North Stonington,1997,Major Employer 3,Stonington Institute
North Stonington,1997,Major Employer 4,Designers Group Inc
North Stonington,1997,Major Employer 5,Ship Analytics Inc
North Stonington,1997,Major Employer 6,
North Stonington,1997,Major Employer 7,
North Stonington,1997,Major Employer 8,
North Stonington,1997,Major Employer 9,
North Stonington,1997,Major Employer 10,
Norwalk,1997,Major Employer 1,Olin
Norwalk,1997,Major Employer 2,United States Surgical
Norwalk,1997,Major Employer 3,The Perkin-Elmer Corporation
Norwalk,1997,Major Employer 4,"Oxford Health Plans, Inc."
Norwalk,1997,Major Employer 5,McGladrey & Pullen
Norwalk,1997,Major Employer 6,
